1703829895004,发言,,唤醒

1703829895322,主播,Fay,您好，我是兰红数字人助理，有什么可以帮您？

1703829931556,发言,,你好

1703829932396,主播,Fay,你好！有什么可以帮您的吗？

1703829940990,发言,,现在好像改的

1703829942889,主播,Fay,现在改了。

1703829962646,发言,,盐城有什么农产品

1703829965852,主播,Fay,盐城市盐都区的盐城红富士苹果、盐城高邮瓜子、盐城菜西瓜被列为国家地理标志产品。其他优质农产品还包括东台海鲜、射阳大闸蟹、滨海小麦、建湖荷花、响水香瓜、阜宁鸭梨、盐边黄瓜、滨海虾、蟹塘海鲜、阜宁大枣、滨海梨、盐都酒、滨海葱姜蒜、东台花生米。

1703830004034,发言,,介绍一下盐城

1703830023458,主播,Fay,盐城市是江苏省下辖地级市，地处江苏东部、黄海之滨。市辖盐都区、响水县、滨海县、射阳县、建湖县、东台市、大丰区，是长江三角洲经济区重要的中心城市。盐城地域辽阔，拥有丰富的自然资源，包括盐文化、东台花海、大洋湾国家湿地等著名景点。盐城港是中国最大的鲜食水产品出口港，东临临海，西靠新长三角腹地，北通盐都盐区，南接苏北苏中。盐城北部黄海之滨，海滨线长达65千米，有著名风景区东海黄金海岸和大洋湾。盐城南部为盐河三角洲平原，土地肥沃。盐城盛产花生、小麦、大豆、水稻、黄瓜、茄子、白菜等作物，养殖业发达，是我国东部的“粮仓”和“鱼米之乡”。盐城港是中国最大的鲜食水产品出口港和新亚欧大陆桥东桥头堡。盐城港总面积86.5平方公里，规划总投资达20亿元，港区现有泊位48个，滚装码头长550米，集装箱码头已通航，总长6000米。盐城是新亚欧大陆桥东桥头堡，目前开通至中亚五国和波斯湾地区班列。盐城港是中国东部最大的集装箱中转基地，已与马士基、地中海东方、长荣等航运公司签约。盐城至上海、连云港、天津、青岛等重要港口均有班列线路。盐城港是中国东部最大的鲜食水产品出口港，年处理鲜食水产品40万吨；是中国东部最大的玉米集散中心，年处理粮食100万吨。盐城港与东台港、建湖港、大丰港合作，日均发往上海、广州、武汉、北京、天津、重庆等地的长途客、货车300余辆。盐城港集装箱堆场达4000亩，东临盐东二路、国连线，南接沪陕高速、盐连高速，北联204国道、京沪铁路；年设计吞吐量达100万标箱。盐城港拥有自建的港区物流园，与中国计通、联想、中集、徐工、世纪华通等30余家大型物流信息企业签约，总投资达50亿元，租赁面积30余万平方米。盐城是中国东部最大的鲜食水产品出口港，年处理鲜食水产品40万吨。盐城港是中国东部最大的玉米集散中心，年处理粮食100万吨。盐城港与东台港、建湖港、大丰港合作，日均发往上海、广州、武汉、北京、天津、重庆等地的长途客、货车300余辆。盐城港集装箱堆场达4000亩，东临盐东二路、国连线，南接沪陕高速、盐连高速，北联204国道、京沪铁路；年设计吞吐量达100万标箱。盐城港拥有自建的港区物流园，与中国计通、联想、中集、徐工、世纪华通等30余家大型物流信息企业签约，总投资达50亿元，租赁面积30余万平方米。盐城是中国东部最大的鲜食水产品出口港，年处理鲜食水产品40万吨。盐城港是中国东部最大的玉米集散中心，年处理粮食100万吨。盐城港与东台港、建湖港、大丰港合作，日均发往上海、广州、武汉、北京、天津、重庆等地的长途客、货车300余辆。盐城港集装箱堆场达4000亩，东临盐东二路、国连线，南接沪陕高速、盐连高速，北联204国道、京沪铁路；年设计吞吐量达100万标箱。盐城港拥有自建的港区物流园，与中国计通、联想、中集、徐工、世纪华通等30余家大型物流信息企业签约，总投资达50亿元，租赁面积30余万平方米。盐城是中国东部最大的鲜食水产品出口港，年处理鲜食水产品40万吨。盐城港是中国东部最大的玉米集散中心，年处理粮食100万吨。盐城港与东台港、建湖港、大丰港合作，日均发往上海、广州、武汉、北京、天津、重庆等地的长途客、货车300余辆。盐城港集装箱堆场达4000亩，东临盐东二路、国连线，南接沪陕高速、盐连高速，北联204国道、京沪铁路；年设计吞吐量达100万标箱。盐城港拥有自建的港区物流园，与中国计通、联想、中集、徐工、世纪华通等30余家大型物流信息企业签约，总投资达50亿元，租赁面积30余万平方米。盐城是中国东部最大的鲜食水产品出口港，年处理鲜食水产品40万吨。盐城港是中国东部最大的玉米集散中心，年处理粮食100万吨。盐城港与东台港、建湖港、大丰港合作，日均发往上海、广州、武汉、北京、天津、重庆等地的长途客、货车300余辆。盐城港集装箱堆场达4000亩，东临盐东二路、国连线，南接沪陕高速、盐连高速，北联204国道、京沪铁路；年设计吞吐量达100万标箱。盐城港拥有自建的港区物流园，与中国计通、联想、中集、徐工、世纪华通等30余家大型物流信息企业签约，总投资达50亿元，租赁面积30余万平方米。盐城是中国东部最大的鲜食水产品出口港，年处理鲜食水

