1703754027147,发言,,唤醒

1703754034070,发言,,Okay

1703754044547,发言,,Okay okay okay

1703754046145,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754062719,发言,,你好

1703754063961,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754075534,发言,,他把这个杆子也识别成人了

1703754077066,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754097435,发言,,加上他们的

1703754098213,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754107013,发言,,Okay okay okay thank you so much for your help

1703754107346,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754117060,发言,,I have a good idea for you

1703754118068,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754132553,发言,,Ya

1703754133614,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754143360,发言,,Oh my god

1703754145009,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703754165762,发言,,Okay

1703754166842,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811909770,发言,,唤醒

1703811910242,主播,Fay,您好，我是兰红数字人助理，有什么可以帮您？

1703811921259,发言,,都是大

1703811922471,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811937647,发言,,你那个面霜之类的

1703811938719,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811949012,发言,,4万元还没

1703811949438,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811958784,发言,,有A有API然后就

1703811959367,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811970702,发言,,那个嗯师傅们就是他们完完成完成床上去

1703811971688,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811978456,发言,,11月

1703811979213,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811988218,发言,,买过应该是拍

1703811989194,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703811997017,发言,,真的那种

1703811997517,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703812004233,发言,,他说我拍照的

1703812005033,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703812011867,发言,,他那时候

1703812012550,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703813204497,发言,,唤醒

1703813204548,主播,Fay,您好，我是兰红数字人助理，有什么可以帮您？

1703813231829,发言,,这种行为的

1703813232950,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

1703813255371,发言,,非常高兴

1703813256485,主播,Fay,抱歉，我现在太忙了，休息一会，请稍后再试。

