1703666862756,发言,,讲一个

1703666863990,主播,Fay,还是你来讲吧，我听着。

1703666875936,发言,,讲一个

1703666876940,主播,Fay,还是你来讲吧，我听着。

1703666884561,发言,,讲一个

1703666886480,主播,Fay,还是你来讲吧，我听着。

1703666892602,发言,,讲一个

1703666894951,主播,Fay,可以换句话说嘛 

1703666901603,发言,,讲一句

1703666903068,主播,Fay,有些事再苦也要咽在肚子里，没有人可以诉说

1703666911582,发言,,讲一个笑话

1703666913616,主播,Fay,要听笑话吗，那我讲一个：我特喜欢给老婆洗衣服，每次都能在衣服兜里翻出十块八块的零花钱，现在想想我是不是上当了。喜欢这个笑话吗？

1703666931253,发言,,换一个

1703666932434,主播,Fay,好的，我再讲一个：我有个朋友爱说瞎话，老婆回娘家了，给他打电话，问你在哪？朋友说我在家呢！实际在外玩呢！老婆说，那你把电视机后面孩子玩的小黄鸭捏响给我听听。

